Journal Name, Website, Policy, Poliicy Link, Author Agreement, Notes
Boston College Law Review,https://bclawreview.bc.edu/,"The journal allows authors to deposit draft versions of their article into a suitable preprint server on condition that the author agrees to the below: (1) The author retains copyright to the preprint and developed works from it and is permitted to submit to the journal. If posted after the submission has been accepted the posted preprint must indicate that the final article will be forthcoming in the Boston College Law Review. (3) Should the submission be published the authors are expected to replace the posted draft with the final published article (a copy of which we will provide).",https://bclawreview.bc.edu/about/editorialpolicies,,CC-BY-NC beginning volume 63
